ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target
ID_8MC3W1M,2010-02-15,2011-02-14,Male,35,2010-02-15,1,Saloon,Blue,TOYOTA,,,Car Classic,1
ID_OIMQQS3,2010-04-03,2011-04-02,Female,20,2010-04-03,1,Saloon,,TOYOTA,,,CarSafe,0
ID_FX4MXIG,2010-08-07,2011-08-05,Male,39,2010-08-07,2,Saloon,,Honda,Ikorodu,Lagos,Car Classic,1
ID_PPO9PRL,2010-04-26,2011-04-25,Male,56,2010-04-26,1,,Blue,Iveco,Apapa,Lagos,CVTP,1
ID_M86AYOT,2010-12-25,2011-12-23,Male,35,2010-12-25,1,,,,,,CarSafe,0
ID_5XNK07U,2010-02-28,2011-02-21,Male,41,2010-02-28,2,Saloon,Black,Honda,Enugu North,Enugu-North,Car Classic,0
ID_KNBMJ9M,2010-04-25,2011-04-24,Male,42,2010-04-25,2,JEEP,Ash,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_0NGIBX4,2010-05-16,2011-05-15,Male,42,2010-05-16,1,Saloon,,TOYOTA,,,CarSafe,0
ID_ZPSBBI3,2010-02-13,2011-02-12,Male,66,2010-02-13,1,JEEP,Silver,Chevrolet,,,Car Classic,1
ID_CP03B4L,2010-04-06,2011-04-05,Male,35,2010-04-06,1,Saloon,,TOYOTA,,,Car Classic,1
ID_ERSIE58,2010-01-07,2011-01-06,Male,36,2010-01-07,2,JEEP,Black,TOYOTA,Warri,Delta,Car Classic,0
ID_9NJI2PF,2010-12-18,2011-12-17,Male,45,2010-12-18,2,,,,Victoria Island,Lagos,Car Classic,0
ID_CKDFCCA,2010-05-24,2011-05-23,Male,51,2010-05-24,1,Saloon,,Mercedes,,,CarSafe,0
ID_RB633U3,2010-07-25,2011-07-24,Male,41,2010-07-25,1,Saloon,,TOYOTA,,,CarSafe,0
ID_AOANSL8,2010-08-14,2011-08-13,,20,2010-08-14,2,,,,Anambra East,Anambra-East,CVTP,0
ID_OWNZZK7,2010-07-08,2011-07-07,Male,42,2010-07-08,1,Saloon,,Peugeot,,,CarSafe,0
ID_KT6GSFX,2010-06-28,2011-06-27,Male,32,2010-06-28,1,Saloon,,TOYOTA,,,CarSafe,0
ID_03HT5Q0,2010-11-28,2011-11-27,Male,46,2010-11-28,1,,,,,,CarSafe,0
ID_HQ0QM4D,2010-01-17,2011-01-16,Female,26,2010-01-17,1,Saloon,,TOYOTA,,,CarSafe,0
ID_VPJJD5W,2010-07-03,2011-01-01,Male,50,2010-07-03,1,Saloon,Green,TOYOTA,,,Car Classic,0
ID_NIU0A3B,2010-06-13,2011-06-12,Male,81,2010-06-13,1,,,TOYOTA,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
ID_JUR2I5I,2010-09-10,2011-09-09,Male,38,2010-09-10,1,,,,ENUGU EAST,ENUGU-EAST,Car Plus,0
ID_2H7TT8K,2010-01-08,2011-01-07,NOT STATED,40,2010-01-08,1,Saloon,,TOYOTA,,,CarSafe,0
ID_0L2GHKC,2010-08-01,2011-07-31,Male,50,2010-08-01,1,Saloon,,TOYOTA,,,CarSafe,0
ID_JLWFAGT,2010-12-06,2011-12-05,Male,40,2010-12-06,1,,,,,,CarSafe,0
ID_OKLOHVK,2010-04-17,2011-04-16,Male,50,2010-04-17,1,JEEP,Silver,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_APFGY42,2010-06-18,2011-06-17,Male,37,2010-06-18,1,JEEP,Brown,Lexus,,,Car Classic,0
ID_CCL0TLM,2010-07-05,2011-07-04,Male,28,2010-07-05,1,Saloon,,TOYOTA,,,CarSafe,0
ID_GKPQ1VQ,2010-01-27,2011-01-26,Male,51,2010-01-27,1,Saloon,As Attached,Kia,Ogbmosho South,Ogbmosho-South,Car Classic,0
ID_PUX31XY,2010-10-02,2011-10-01,Male,44,2010-10-02,1,Saloon,Silver,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_S89BBVX,2010-03-25,2011-03-24,Male,59,2010-03-25,1,,,Mercedes,Lokoja,Kogi,Car Plus,0
ID_D8ESD0K,2010-05-22,2011-05-21,Female,34,2010-05-22,1,,Black,Audi,Lagos,Lagos,Customized Motor,0
ID_KDUL0JC,2010-04-15,2011-04-14,Female,37,2010-04-15,1,Saloon,,Honda,,,CarSafe,0
ID_YOXBIHG,2010-08-06,2011-08-05,Male,58,2010-08-06,1,,,,,,CarSafe,0
ID_PQVRJDW,2010-04-26,2011-04-25,Female,36,2010-04-26,1,JEEP,White,TOYOTA,,,Car Classic,0
ID_II054X2,2010-11-30,2011-03-01,Male,37,2010-11-30,2,Saloon,,Mercedes,Ikeja,Lagos,Car Plus,0
ID_ZEVXVKR,2010-07-17,2011-07-16,Female,35,2010-07-17,1,Saloon,,TOYOTA,,,CarSafe,0
ID_PNR1Q8C,2010-02-08,2011-02-07,Male,31,2010-02-08,1,Saloon,,TOYOTA,,,CarSafe,0
ID_LB0UKEK,2010-02-13,2011-02-12,Male,2,2010-02-13,1,Saloon,,TOYOTA,,,CarSafe,0
ID_9UQ2DMX,2010-08-01,2011-07-30,Male,32,2010-08-01,1,,,,,,Car Classic,0
ID_0B5W1GU,2010-02-08,2011-02-07,Female,50,2010-02-08,1,Saloon,,TOYOTA,,,CarSafe,0
ID_L76QNQW,2010-08-22,2011-08-21,Male,39,2010-08-22,2,Saloon,,Audi,,,Car Classic,1
ID_2YTU9TO,2010-04-08,2011-04-01,Male,28,2010-04-08,1,JEEP,As Attached,TOYOTA,,,Car Classic,0
ID_K3MTRQA,2010-09-14,2011-09-13,Entity,42,2010-09-14,1,Saloon,,Honda,,,CarSafe,0
ID_IW9CV5Y,2010-05-06,2011-05-05,Female,40,2010-05-06,1,Saloon,,TOYOTA,,,CarSafe,0
ID_N6LBMRC,2010-08-12,2011-03-05,Female,36,2010-08-12,1,,,,,,Car Classic,0
ID_AHW3V92,2010-05-14,2011-05-13,Male,50,2010-05-14,1,Saloon,,Lexus,,,CarSafe,0
ID_XR01U88,2010-07-22,2011-07-21,Male,2,2010-07-22,1,Saloon,,Honda,,,CarSafe,0
ID_7BNYY1N,2010-12-23,2011-02-21,Male,20,2010-12-23,4,JEEP,,Land Rover,Victoria Island,Lagos,Customized Motor,0
ID_YAXUY4R,2010-11-27,2011-06-27,Female,66,2010-11-27,1,,,,,,Car Classic,0
ID_7YT5M46,2010-12-05,2011-12-04,Female,54,2010-12-05,1,Saloon,Black,TOYOTA,Kaduna North,Kaduna-North,Car Plus,0
ID_PJ5FFCH,2010-10-04,2011-10-03,Female,35,2010-10-04,1,,,,,,CarSafe,0
ID_8KLBXZ5,2010-07-05,2011-07-04,Male,36,2010-07-05,1,Saloon,Blue,TOYOTA,,,Car Classic,1
ID_AY6OLYR,2010-06-11,2011-02-22,Joint Gender,38,2010-06-11,1,JEEP,,Lexus,Ikeja,Lagos,Car Classic,0
ID_PKLNFQM,2010-04-29,2011-04-28,Male,54,2010-04-29,2,Pick Up,Black,TOYOTA,Victoria Island,Lagos,Customized Motor,1
ID_D7GR2WS,2010-05-10,2011-05-09,Male,75,2010-05-10,2,Saloon,Blue,Mercedes,Ikeja,Lagos,Car Classic,1
ID_SC5BFQA,2010-11-18,2011-11-17,Male,40,2010-11-18,1,,,,Amuwo-Odofin,Amuwo-Odofin,Car Classic,0
ID_895H57A,2010-11-14,2011-11-13,Male,30,2010-11-14,1,Saloon,Grey,TOYOTA,Oyo,Oyo,Car Classic,0
ID_TLSOBUR,2010-01-01,2010-12-31,Entity,120,2010-01-01,2,JEEP,,Honda,Lagos Island,Lagos,Car Classic,0
ID_S916KEC,2010-05-13,2011-05-12,Female,38,2010-05-13,1,JEEP,As Attached,TOYOTA,,,Car Classic,0
ID_ESNKUVV,2010-07-16,2011-07-15,Female,36,2010-07-16,1,Saloon,Red,Kia,Alimosho,Lagos,Car Classic,0
ID_KKVSFV0,2010-12-21,2011-12-19,Male,66,2010-12-21,1,,,,,,CarSafe,0
ID_SEG5XFO,2010-12-23,2011-12-22,Male,42,2010-12-23,1,,,,,,Car Classic,0
ID_KU04WHP,2010-01-14,2011-01-13,Male,40,2010-01-14,1,Saloon,,Mercedes,Bwari,Benue,Car Classic,1
ID_7HYGW1U,2010-08-29,2011-08-28,Female,27,2010-08-29,1,Saloon,Ash,TOYOTA,,,Car Classic,0
ID_OVNH9UF,2010-01-07,2011-01-06,Female,29,2010-01-07,1,Saloon,Red,Kia,Lagos Island,Lagos,Car Classic,0
ID_4D7M5MD,2010-11-17,2011-05-16,Male,29,2010-11-17,1,Saloon,,TOYOTA,,,Car Classic,0
ID_8CLFKXK,2010-01-14,2011-01-13,Male,51,2010-01-14,1,Saloon,Brown,TOYOTA,,,Car Classic,1
ID_N93H7IQ,2010-07-29,2011-07-28,Male,50,2010-07-29,1,Saloon,,TOYOTA,,,CarSafe,0
ID_YMYU6Z8,2010-01-15,2011-01-14,Female,49,2010-01-15,1,Saloon,,TOYOTA,Kaduna North,Kaduna-North,Car Classic,1
ID_YDZPOK6,2010-06-29,2011-06-28,Male,43,2010-06-29,1,Saloon,,TOYOTA,ISHERI,Benue,Car Classic,1
ID_QXTS5QX,2010-01-15,2011-01-14,Female,4,2010-01-15,1,Saloon,Grey,TOYOTA,,,Car Classic,0
ID_IFB34NL,2010-08-04,2011-08-03,Male,34,2010-08-04,1,Saloon,,Honda,Eti-Osa,Eti-Osa,CarSafe,0
ID_9C8Q1FA,2010-07-31,2011-07-30,Male,40,2010-07-31,1,Saloon,,Mercedes,,,CarSafe,0
ID_HXFBG8I,2010-01-02,2011-01-01,Female,35,2010-01-02,1,Saloon,,TOYOTA,,,CarSafe,0
ID_2GHGBPT,2010-03-25,2011-03-24,Female,40,2010-03-25,1,Saloon,,TOYOTA,,,CarSafe,0
ID_EL78VVN,2010-07-05,2011-01-03,Male,40,2010-07-05,2,Saloon,,Honda,,,Car Classic,0
ID_AGXM121,2010-08-09,2011-07-31,Male,40,2010-08-09,2,,Silver,TOYOTA,Oshodi-Isolo,Oshodi-Isolo,Car Classic,1
ID_9OJCQSE,2010-08-28,2011-08-27,Male,42,2010-08-28,1,,,,,,CarSafe,0
ID_WCCEQC6,2010-12-04,2011-02-06,Male,38,2010-12-04,1,Saloon,Silver,Lexus,Eti-Osa,Eti-Osa,Car Classic,1
ID_ELV3UK9,2010-11-12,2011-11-10,Male,78,2010-11-12,1,,,,,,CarSafe,0
ID_TU99EP7,2010-07-16,2011-06-22,Male,120,2010-07-16,1,,Blue & Red,Iveco,Victoria Island,Lagos,CVTP,0
ID_LYI13W4,2010-12-20,2011-12-19,Male,58,2010-12-20,1,JEEP,Black,Honda,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_99ROAWM,2010-11-29,2011-11-28,Male,42,2010-11-29,1,Saloon,,TOYOTA,,,CarSafe,0
ID_U4FNLKF,2010-12-04,2011-02-06,Male,38,2010-12-04,1,Saloon,Silver,Lexus,Eti-Osa,Eti-Osa,Car Classic,0
ID_TLEW666,2010-08-22,2011-08-21,Entity,10,2010-08-22,3,Pick Up,,Ford,Abuja Municipal,Abuja-Municipal,CVTP,1
ID_0GVEZFQ,2010-10-23,2011-10-22,Male,39,2010-10-23,2,,,Honda,Surulere,Lagos,Car Classic,0
ID_38YAP12,2010-03-01,2011-02-28,Female,65,2010-03-01,1,Saloon,Grey,TOYOTA,,,Car Classic,1
ID_WT8JO6Q,2010-05-20,2011-05-19,Female,55,2010-05-20,2,Saloon,,Honda,Okpe,Benue,CarSafe,0
ID_H4XAEF8,2010-12-06,2011-06-05,,1,2010-12-06,1,,,,Victoria Island,Lagos,CVTP,0
ID_IOMU2T8,2010-03-07,2011-03-02,Male,28,2010-03-07,1,Saloon,Black,TOYOTA,,,Car Classic,1
ID_QOV3JXM,2010-10-31,2011-10-30,Male,35,2010-10-31,1,,,,,,Car Classic,0
ID_6OXXURR,2010-12-23,2011-12-22,Male,10,2010-12-23,1,,,,,,CarSafe,0
ID_DZB67K3,2010-08-12,2011-08-11,Male,36,2010-08-12,1,Saloon,,TOYOTA,Lagos Mainland,Lagos,Car Classic,0
ID_Q1LZQAV,2010-07-17,2011-07-12,Male,83,2010-07-17,1,JEEP,Blue,Volvo,,,Car Classic,0
ID_3M8CWDK,2010-04-17,2011-04-16,Male,63,2010-04-17,1,Saloon,,Volkswagen,,,CarSafe,0
ID_QS3YXZI,2010-01-09,2011-01-08,Female,40,2010-01-09,1,Saloon,,TOYOTA,,,CarSafe,0
ID_IJ5QUIA,2010-03-08,2011-03-06,Female,20,2010-03-08,3,,Black,Audi,Lekki,Lagos,Customized Motor,0
ID_NNOQE12,2010-04-04,2011-04-03,Male,57,2010-04-04,1,,As Attached,Lexus,Victoria Island,Lagos,Car Classic,0
ID_89GOBKK,2010-09-17,2011-09-15,Female,30,2010-09-17,1,,,,,,CarFlex,0
ID_0T0PQNR,2010-12-05,2011-12-04,Female,40,2010-12-05,4,Saloon,Black,Honda,Victoria Island,Lagos,Customized Motor,0
ID_R99BM58,2010-12-28,2011-12-27,Female,40,2010-12-28,2,Saloon,,TOYOTA,Mushin,Lagos,CarSafe,0
ID_2G4R4G7,2010-02-04,2011-02-03,Male,30,2010-02-04,2,Saloon,Black,Honda,Obia/Akpor,Obia-Akpor,Car Classic,0
ID_09E0NR0,2010-09-16,2011-09-15,Female,29,2010-09-16,1,,,,,,Car Classic,0
ID_ZDF5SSL,2010-06-27,2011-06-26,Female,32,2010-06-27,1,Saloon,Silver,TOYOTA,,,Car Classic,0
ID_ILFD7AU,2010-03-13,2011-03-12,Male,43,2010-03-13,5,Saloon,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_3VIPBBD,2010-05-06,2011-05-05,Male,29,2010-05-06,1,Saloon,,TOYOTA,,,CarSafe,0
ID_63HLZ84,2010-02-07,2011-02-06,Male,34,2010-02-07,1,Saloon,Black,TOYOTA,Ajah,Lagos,Car Classic,0
ID_TG5UZHE,2010-03-22,2011-03-21,Male,40,2010-03-22,3,,,Lexus,Ikeja,Lagos,Car Classic,0
ID_VIRAW6D,2010-07-05,2011-07-04,Female,50,2010-07-05,1,Saloon,,Range Rover,Eti-Osa,Eti-Osa,CarSafe,0
ID_9RJ1VC7,2010-03-20,2011-03-19,Male,56,2010-03-20,1,Saloon,,Mercedes,,,CarSafe,0
ID_5DDNJVL,2010-12-23,2011-02-21,Male,20,2010-12-23,4,JEEP,Black,Honda,Victoria Island,Lagos,Customized Motor,0
ID_HV0W62K,2010-12-24,2011-12-23,Female,76,2010-12-24,1,JEEP,,TOYOTA,,,CarSafe,0
ID_K7YTECX,2010-09-13,2011-09-12,Male,36,2010-09-13,1,,,,,,CarSafe,0
ID_9EYZPNG,2010-06-27,2011-06-26,Male,56,2010-06-27,1,Saloon,,TOYOTA,,,CarSafe,0
ID_B2VXEAK,2010-01-17,2011-01-16,Male,43,2010-01-17,1,,Silver,TOYOTA,Lekki,Lagos,Car Classic,1
ID_JGZBDEZ,2010-09-03,2011-09-02,Male,37,2010-09-03,1,,,,Apapa,Lagos,Car Classic,0
ID_OYFHN1Z,2010-08-05,2011-08-04,Male,40,2010-08-05,1,,,,,,CarSafe,0
ID_76P8CLR,2010-02-05,2011-02-05,Male,36,2010-02-05,2,Saloon,,Volkswagen,,,CarFlex,0
ID_DTI8IND,2010-03-05,2011-03-04,Male,50,2010-03-05,1,Saloon,Silver,TOYOTA,Ipaja,Lagos,Car Classic,0
ID_5YP60FC,2010-07-12,2011-07-11,NOT STATED,36,2010-07-12,1,Saloon,,TOYOTA,,,CarSafe,0
ID_C0XB1ZC,2010-11-16,2011-11-15,Male,50,2010-11-16,1,Saloon,,TOYOTA,,,CarSafe,0
ID_0TII4PQ,2010-12-30,2011-03-29,Male,30,2010-12-30,1,Saloon,Black,Kia,,,Car Classic,0
ID_I3OCDCB,2010-10-05,2011-01-04,SEX,38,2010-10-05,1,,,,,,Car Classic,0
ID_WSIJTMD,2010-08-30,2011-08-29,Male,46,2010-08-30,1,JEEP,Black,Lexus,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
ID_2JAO5K2,2010-10-29,2011-01-28,Male,43,2010-10-29,2,Saloon,,MINI COOPER,Lagos,Lagos,Car Classic,0
ID_BPOZQMI,2010-09-25,2011-09-24,Female,36,2010-09-25,1,,,,,,Car Classic,0
ID_F72NWNQ,2010-10-11,2011-10-10,Male,64,2010-10-11,1,,,,,,CarSafe,0
ID_0LQA24Z,2010-11-29,2011-11-28,Male,53,2010-11-29,1,JEEP,,Ford,,,CarSafe,0
ID_MNJGMEO,2010-09-16,2010-12-31,,120,2010-09-16,4,,,Ford,Victoria Island,Lagos,Muuve,0
ID_3ZJOVEZ,2010-11-28,2011-11-06,Male,66,2010-11-28,2,JEEP,Black,TOYOTA,,,Car Classic,0
ID_L5Y5F6U,2010-10-07,2011-02-02,Male,40,2010-10-07,1,Saloon,Green,TOYOTA,Lagos Island,Lagos,Car Classic,0
ID_LRW72U1,2010-07-18,2011-07-17,Male,28,2010-07-18,1,Saloon,Black,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_DNCUHSP,2010-05-24,2011-05-23,Male,78,2010-05-24,1,Saloon,Black,BMW,,,Car Classic,0
ID_OPMTYS3,2010-01-03,2011-01-02,Entity,20,2010-01-03,1,,,TOYOTA,"Central Area, Abuja",Central-Abuja,CVTP,0
ID_17L53L6,2010-05-08,2011-05-07,Male,32,2010-05-08,1,Truck,Blue,Mack,Victoria Island,Lagos,CVTP,0
ID_WJEOAJF,2010-05-28,2011-05-27,Male,46,2010-05-28,1,Saloon,Black,TOYOTA,,,CarSafe,0
ID_IXNCMKY,2010-02-20,2011-02-19,Male,50,2010-02-20,1,Saloon,,TOYOTA,Oshodi-Isolo,Oshodi-Isolo,CarSafe,0
ID_FWDSLOQ,2010-11-22,2011-11-21,Female,30,2010-11-22,1,,,,,,Car Classic,0
ID_P6S323Z,2010-08-21,2011-08-20,Male,61,2010-08-21,1,,,,Ikeja,Lagos,Car Classic,0
ID_VUY31OK,2010-08-08,2011-08-07,Male,53,2010-08-08,1,,,,,,CarSafe,0
ID_56ML3TA,2010-03-04,2011-03-03,Female,46,2010-03-04,1,Saloon,Black,TOYOTA,,,Car Classic,1
ID_9O7ZWQY,2010-07-22,2011-07-21,Male,40,2010-07-22,1,Saloon,,TOYOTA,,,CarSafe,0
ID_UDPTVIZ,2010-11-01,2011-02-02,Male,44,2010-11-01,3,Saloon,Black,TOYOTA,Agege,Lagos,Car Classic,0
ID_HH9UA36,2010-04-02,2011-04-01,Female,59,2010-04-02,1,Saloon,,Lexus,,,CarSafe,0
ID_C2MJWX6,2010-08-08,2011-08-06,Male,36,2010-08-08,1,,,,Awka,Anambra,Car Classic,0
ID_R2TJUOQ,2010-09-17,2011-09-16,Male,38,2010-09-17,1,Saloon,,TOYOTA,,,Car Classic,0
ID_0UGDAB5,2010-01-31,2011-01-30,Male,43,2010-01-31,3,,Black,Honda,,,Customized Motor,0
ID_8Z2OZWK,2010-01-24,2011-01-23,Female,40,2010-01-24,1,Saloon,,Lexus,,,CarSafe,0
ID_OB4NGVF,2010-07-20,2011-07-19,Male,43,2010-07-20,2,,Blue,TOYOTA,Ketu,Lagos,Car Classic,0
ID_I06XT4Z,2010-05-19,2011-05-18,Male,45,2010-05-19,1,Saloon,Grey,Hyundai,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
ID_UDV43LC,2010-02-22,2011-02-21,Male,45,2010-02-22,1,JEEP,,Lexus,,,Car Plus,1
ID_IKCQGC8,2010-10-14,2011-10-13,Male,56,2010-10-14,1,,,Mercedes,Lekki,Lagos,Car Classic,0
ID_1IVWKQH,2010-11-19,2011-11-17,Male,46,2010-11-19,1,,,,,,CarFlex,0
ID_P0TKGGH,2010-07-17,2011-07-16,Male,66,2010-07-17,1,Saloon,,TOYOTA,,,CarSafe,0
ID_O6VV9Q9,2010-07-15,2011-07-14,Female,40,2010-07-15,1,Saloon,,Honda,,,CarSafe,0
ID_499G83R,2010-12-17,2011-12-16,Male,39,2010-12-17,1,,,,,,CarSafe,0
ID_DWA2Q7V,2010-11-12,2011-05-12,Male,36,2010-11-12,1,,,,,,Car Classic,0
ID_WBT5381,2010-09-20,2011-09-19,Male,11,2010-09-20,5,,,,,,Car Classic,0
ID_WAHHK42,2010-12-17,2011-12-16,Male,28,2010-12-17,2,,,Ford,Lagos Mainland,Lagos,Car Classic,0
ID_DVWMRY6,2010-12-05,2011-06-04,Male,52,2010-12-05,1,,,,,,Car Classic,0
ID_COGL8RK,2010-11-27,2011-10-13,Male,5,2010-11-27,1,,,,Victoria Island,Lagos,CVTP,0
ID_UFIRTLO,2010-06-14,2011-06-12,Female,44,2010-06-14,1,JEEP,Black,TOYOTA,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
ID_U95MMWE,2010-01-08,2011-01-07,Male,34,2010-01-08,1,Saloon,Black,TOYOTA,,,Car Plus,0
ID_SSBTVW4,2010-08-16,2011-08-14,Female,39,2010-08-16,1,,,,,,CarFlex,0
ID_O798Z8K,2010-01-14,2011-01-13,Male,43,2010-01-14,1,Saloon,As Attached,Hyundai,Surulere,Lagos,Car Classic,0
ID_ZOOT4FZ,2010-09-23,2011-09-22,Female,65,2010-09-23,2,Saloon,Ash,Honda,,,Car Classic,0
ID_G4W7XYT,2010-11-29,2011-11-28,Male,32,2010-11-29,1,,,,,,Car Classic,0
ID_1JFT2C1,2010-02-20,2011-02-19,Male,54,2010-02-20,1,Saloon,,TOYOTA,Apapa,Lagos,CarSafe,0
ID_XFTLML2,2010-06-03,2011-06-02,Male,41,2010-06-03,1,Saloon,,Hyundai,,,CarSafe,0
ID_4NQTOFE,2010-08-15,2011-02-12,Female,33,2010-08-15,1,,,,,,Car Classic,0
ID_YVEWMG8,2010-05-02,2011-04-27,Male,32,2010-05-02,1,Saloon,Grey,TOYOTA,,,Car Classic,0
ID_IXUFBIB,2010-09-24,2011-09-23,Female,61,2010-09-24,1,Saloon,Red,TOYOTA,,,Car Classic,0
ID_3P8WLFG,2010-06-14,2011-06-13,Male,45,2010-06-14,3,Saloon,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,1
ID_222Z8TU,2010-10-22,2011-10-21,Female,31,2010-10-22,1,,,,,,CarSafe,0
ID_8XWIYLF,2010-02-08,2011-02-05,Male,35,2010-02-08,1,JEEP,Black,Lexus,Surulere,Lagos,Car Classic,0
ID_LS1GCF7,2010-11-20,2011-11-19,Female,32,2010-11-20,1,,,,MAGODO,Benue,Car Classic,0
ID_FHWIFQN,2010-04-13,2011-04-11,Female,39,2010-04-13,1,JEEP,,Kia,,,CarSafe,0
ID_HKNH7GY,2010-03-08,2011-03-07,Male,50,2010-03-08,1,Saloon,,TOYOTA,Kosofe,Benue,CarSafe,0
ID_EBRH0OZ,2010-02-18,2011-02-17,Female,40,2010-02-18,1,Saloon,,TOYOTA,,,CarSafe,0
ID_IDTPUOG,2010-08-26,2011-08-25,Male,35,2010-08-26,1,,,Honda,Lekki,Lagos,Car Classic,0
ID_U8UUWM9,2010-04-16,2011-04-15,Female,32,2010-04-16,1,JEEP,Black,TOYOTA,Warri,Delta,Car Classic,0
ID_W3BDMF8,2010-03-08,2011-03-07,Male,42,2010-03-08,1,Saloon,,Nissan,,,CarSafe,0
ID_KVAIXGU,2010-01-30,2011-01-29,Male,71,2010-01-30,1,JEEP,Black,Honda,IbadanCentral,Benue,Car Classic,0
ID_CA3MV5Q,2010-10-30,2011-10-29,Male,31,2010-10-30,1,,,,,,CarSafe,0
ID_Q61R5S6,2010-11-01,2011-10-31,Male,30,2010-11-01,1,,,,,,Car Classic,0
ID_SGEYONG,2010-04-26,2011-04-25,Male,38,2010-04-26,1,JEEP,Black,Land Rover,Ilupeju,Lagos,Car Classic,0
ID_Q2FYICE,2010-01-10,2011-01-09,Female,43,2010-01-10,1,Saloon,,Kia,Victoria Island,Lagos,Car Classic,1
ID_PEDR1IW,2010-11-01,2011-10-31,Male,37,2010-11-01,1,Saloon,Black,Honda,Alagbado,Lagos,Car Plus,1
ID_8331ADT,2010-04-17,2011-04-16,,120,2010-04-17,1,,Black,Kia,Victoria Island,Lagos,Customized Motor,0
ID_6K3ENOM,2010-06-06,2011-06-05,Male,65,2010-06-06,4,,As Attached,Mercedes,Ikeja,Lagos,Muuve,0
ID_SOKVWLH,2010-08-19,2011-08-18,Entity,10,2010-08-19,3,,,,Abuja Municipal,Abuja-Municipal,CVTP,1
ID_Q6SYK31,2010-01-24,2011-01-23,Male,35,2010-01-24,1,Saloon,,TOYOTA,,,CarSafe,0
ID_IHCUW4S,2010-01-29,2011-01-28,Male,320,2010-01-29,2,,,TOYOTA,Abuja,Abuja,Car Classic,0
ID_UEY4AW9,2010-06-19,2011-06-18,Female,36,2010-06-19,1,JEEP,White,Range Rover,,,Car Classic,1
ID_TDSPD94,2010-04-23,2011-04-22,Male,41,2010-04-23,1,JEEP,Green,Mercedes,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
ID_N0LDC86,2010-04-23,2011-04-22,Male,41,2010-04-23,1,,,Mercedes,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
ID_BU78OEJ,2010-03-20,2011-03-16,Female,32,2010-03-20,1,Saloon,Red,Kia,GBAGADA,Benue,Car Classic,0
ID_NI0QFJV,2010-11-09,2010-12-31,,38,2010-11-09,2,JEEP,,Mercedes,Victoria Island,Lagos,Customized Motor,0
ID_TM9FD15,2010-01-23,2011-01-22,Male,21,2010-01-23,1,Saloon,,TOYOTA,,,CarSafe,0
ID_IFVZDYW,2010-03-12,2011-03-11,Male,38,2010-03-12,1,Saloon,,Lexus,,,CarSafe,0
ID_G9V1JAW,2010-05-06,2011-05-05,Male,49,2010-05-06,2,,Black,TOYOTA,,,Car Classic,0
ID_3UVSEFO,2010-11-22,2011-11-21,Female,40,2010-11-22,2,,,,LGA,,Car Plus,0
ID_3PJ35XD,2010-10-04,2011-10-03,Female,61,2010-10-04,1,,,,,,CarSafe,0
ID_E5JVT5K,2010-09-12,2011-09-11,Male,68,2010-09-12,1,JEEP,Black,Hyundai,Ikeja,Lagos,Car Classic,0
ID_S53KAIJ,2010-10-23,2011-10-22,Female,42,2010-10-23,1,,,,,,CarSafe,0
ID_KT4UYI2,2010-05-21,2011-05-20,Male,55,2010-05-21,3,JEEP,Black,Lexus,Victoria Island,Lagos,Customized Motor,0
ID_GUBZ6HN,2010-04-26,2011-04-25,Entity,20,2010-04-26,1,Bus,As Attached,TOYOTA,Lagos,Lagos,CVTP,0
ID_AXVG67I,2010-07-22,2011-07-20,Female,47,2010-07-22,2,JEEP,Green,TOYOTA,Akwa Ibom,Akwa-Ibom,Car Classic,0
ID_DLQQ06T,2010-11-14,2011-11-13,Male,82,2010-11-14,1,,,,,,CarSafe,0
ID_FQMABD5,2010-08-27,2011-08-26,Male,49,2010-08-27,1,Saloon,,Honda,,,CarSafe,0
ID_C3LQLA0,2010-01-10,2011-01-09,Male,52,2010-01-10,1,Saloon,,Range Rover,,,CarSafe,0
ID_382U9F1,2010-12-09,2011-12-08,Female,37,2010-12-09,1,JEEP,Gold,ACURA,Ikeja,Lagos,Car Classic,0
ID_C2WPSWE,2010-09-24,2011-09-23,Male,47,2010-09-24,1,Saloon,,Ford,,,CarSafe,0
ID_THLXRQ0,2010-07-05,2011-07-02,Female,40,2010-07-05,1,Saloon,,ACURA,Kosofe,Benue,Car Classic,0
ID_185X122,2010-11-26,2011-11-25,Male,40,2010-11-26,1,,,,,,CarSafe,0
ID_MIK3JH2,2010-09-13,2011-09-12,Male,58,2010-09-13,1,JEEP,Silver,Mercedes,Abuja,Abuja,Car Classic,0
